RealGM Summary Page,Highest Level Reached,Season,,School,,SR-1,SR-2,BPM,,,
/player/Aaron-Fuller/Summary/3870,International,2011,12,USC,/player/Aaron-Fuller/Summary/3870=2011,/cbb/players/aaron-fuller-1.html,,0.50,1.50,1.90,
/player/Aaron-Fuller/Summary/3870,International,2012,13,USC,/player/Aaron-Fuller/Summary/3870=2012,/cbb/players/aaron-fuller-1.html,,0.00,1.60,1.60,
/player/Chris-Gabriel/Summary/8576,International,2010,11,San Diego,/player/Chris-Gabriel/Summary/8576=2010,/cbb/players/chris-gabriel-1.html,,-4.70,-2.30,-7.00,
/player/Keith-Gabriel/Summary/16332,International,2010,11,Virginia Military,/player/Keith-Gabriel/Summary/16332=2010,/cbb/players/keith-gabriel-1.html,,1.20,-2.80,-1.60,
/player/Keith-Gabriel/Summary/16332,International,2011,12,Virginia Military,/player/Keith-Gabriel/Summary/16332=2011,/cbb/players/keith-gabriel-1.html,,2.30,-1.90,0.40,
/player/Novar-Gadson/Summary/18369,International,2010,11,Rider,/player/Novar-Gadson/Summary/18369=2010,/cbb/players/novar-gadson-1.html,,0.70,0.60,1.30,
/player/Novar-Gadson/Summary/18369,International,2011,12,Rider,/player/Novar-Gadson/Summary/18369=2011,/cbb/players/novar-gadson-1.html,,0.20,-2.50,-2.40,
/player/Frank-Gaines/Summary/12831,International,2010,11,Fort Wayne,/player/Frank-Gaines/Summary/12831=2010,/cbb/players/frank-gaines-1.html,,1.50,-0.80,0.70,
/player/Frank-Gaines/Summary/12831,International,2011,12,Fort Wayne,/player/Frank-Gaines/Summary/12831=2011,/cbb/players/frank-gaines-1.html,,2.00,-2.50,-0.60,
/player/Frank-Gaines/Summary/12831,International,2012,13,Fort Wayne,/player/Frank-Gaines/Summary/12831=2012,/cbb/players/frank-gaines-1.html,,1.50,-2.90,-1.40,
/player/Gideon-Gamble/Summary/16385,International,2010,11,Winthrop,/player/Gideon-Gamble/Summary/16385=2010,/cbb/players/gideon-gamble-1.html,,-1.70,-0.30,-2.00,
/player/Gideon-Gamble/Summary/16385,International,2011,12,Winthrop,/player/Gideon-Gamble/Summary/16385=2011,/cbb/players/gideon-gamble-1.html,,-5.10,-2.10,-7.30,
/player/Gideon-Gamble/Summary/16385,International,2012,13,Winthrop,/player/Gideon-Gamble/Summary/16385=2012,/cbb/players/gideon-gamble-1.html,,-1.20,-0.40,-1.70,
/player/Angel-Garcia/Summary/2415,International,2010,11,Memphis,/player/Angel-Garcia/Summary/2415=2010,/cbb/players/angel-garcia-1.html,,-0.90,-2.80,-3.70,
/player/Darrius-Garrett/Summary/10682,International,2010,11,Richmond,/player/Darrius-Garrett/Summary/10682=2010,/cbb/players/darrius-garrett-1.html,,-2.00,8.30,6.20,
/player/Darrius-Garrett/Summary/10682,International,2011,12,Richmond,/player/Darrius-Garrett/Summary/10682=2011,/cbb/players/darrius-garrett-1.html,,-3.50,8.00,4.40,
/player/Nate-Garth/Summary/9854,International,2011,12,UC Santa Barbara,/player/Nate-Garth/Summary/9854=2011,/cbb/players/nate-garth-1.html,,-2.10,-2.70,-4.90,
/player/Nate-Garth/Summary/9854,International,2012,13,UC Santa Barbara,/player/Nate-Garth/Summary/9854=2012,/cbb/players/nate-garth-1.html,,-1.00,-3.20,-4.20,
/player/Matt-Gatens/Summary/3565,International,2010,11,Iowa,/player/Matt-Gatens/Summary/3565=2010,/cbb/players/matt-gatens-1.html,,4.00,1.30,5.20,
/player/Matt-Gatens/Summary/3565,International,2011,12,Iowa,/player/Matt-Gatens/Summary/3565=2011,/cbb/players/matt-gatens-1.html,,7.70,-0.80,6.90,
/player/Yancy-Gates/Summary/2368,International,2010,11,Cincinnati,/player/Yancy-Gates/Summary/2368=2010,/cbb/players/yancy-gates-1.html,,1.90,5.10,7.10,
/player/Yancy-Gates/Summary/2368,International,2011,12,Cincinnati,/player/Yancy-Gates/Summary/2368=2011,/cbb/players/yancy-gates-1.html,,0.50,1.80,2.20,
/player/Deremy-Geiger/Summary/9214,International,2010,11,Idaho,/player/Deremy-Geiger/Summary/9214=2010,/cbb/players/deremy-geiger-1.html,,0.30,-1.60,-1.30,
/player/Deremy-Geiger/Summary/9214,International,2011,12,Idaho,/player/Deremy-Geiger/Summary/9214=2011,/cbb/players/deremy-geiger-1.html,,6.20,-3.20,3.00,
/player/Ashton-Gibbs/Summary/6227,International,2010,11,Pittsburgh,/player/Ashton-Gibbs/Summary/6227=2010,/cbb/players/ashton-gibbs-1.html,,9.80,-0.10,9.70,
/player/Ashton-Gibbs/Summary/6227,International,2011,12,Pittsburgh,/player/Ashton-Gibbs/Summary/6227=2011,/cbb/players/ashton-gibbs-1.html,,3.70,-2.10,1.60,
/player/Grant-Gibbs/Summary/8329,International,2011,12,Creighton,/player/Grant-Gibbs/Summary/8329=2011,/cbb/players/grant-gibbs-1.html,,3.90,2.00,6.00,
/player/Grant-Gibbs/Summary/8329,International,2012,13,Creighton,/player/Grant-Gibbs/Summary/8329=2012,/cbb/players/grant-gibbs-1.html,,4.60,2.60,7.30,
/player/Grant-Gibbs/Summary/8329,International,2013,14,Creighton,/player/Grant-Gibbs/Summary/8329=2013,/cbb/players/grant-gibbs-1.html,,4.20,2.50,6.70,
/player/Shane-Gibson/Summary/20805,International,2010,11,Sacred Heart,/player/Shane-Gibson/Summary/20805=2010,/cbb/players/shane-gibson-1.html,,3.00,-2.50,0.60,
/player/Shane-Gibson/Summary/20805,International,2011,12,Sacred Heart,/player/Shane-Gibson/Summary/20805=2011,/cbb/players/shane-gibson-1.html,,6.40,-2.60,3.70,
/player/Shane-Gibson/Summary/20805,International,2012,13,Sacred Heart,/player/Shane-Gibson/Summary/20805=2012,/cbb/players/shane-gibson-1.html,,3.90,-4.00,-0.10,
/player/Xavier-Gibson/Summary/3698,International,2010,11,Florida State,/player/Xavier-Gibson/Summary/3698=2010,/cbb/players/xavier-gibson-1.html,,-4.00,4.00,0.00,
/player/Xavier-Gibson/Summary/3698,International,2011,12,Florida State,/player/Xavier-Gibson/Summary/3698=2011,/cbb/players/xavier-gibson-1.html,,-2.00,5.10,3.10,
/player/Augustus-Gilchrist/Summary/6409,International,2010,11,South Florida,/player/Augustus-Gilchrist/Summary/6409=2010,/cbb/players/augustus-gilchrist-1.html,,0.00,0.70,0.70,
/player/Augustus-Gilchrist/Summary/6409,International,2011,12,South Florida,/player/Augustus-Gilchrist/Summary/6409=2011,/cbb/players/augustus-gilchrist-1.html,,-2.80,2.40,-0.40,
/player/Kevin-Giltner/Summary/21474,International,2010,11,Wofford,/player/Kevin-Giltner/Summary/21474=2010,/cbb/players/kevin-giltner-1.html,,2.20,-2.00,0.20,
/player/Kevin-Giltner/Summary/21474,International,2011,12,Wofford,/player/Kevin-Giltner/Summary/21474=2011,/cbb/players/kevin-giltner-1.html,,1.20,-1.90,-0.80,
/player/Samme-Givens/Summary/18548,International,2010,11,Drexel,/player/Samme-Givens/Summary/18548=2010,/cbb/players/samme-givens-1.html,,0.40,4.40,4.80,
/player/Samme-Givens/Summary/18548,International,2011,12,Drexel,/player/Samme-Givens/Summary/18548=2011,/cbb/players/samme-givens-1.html,,1.90,3.60,5.60,
/player/Drew-Gordon/Summary/2412,NBA,2010,11,New Mexico,/player/Drew-Gordon/Summary/2412=2010,/cbb/players/drew-gordon-1.html,,-0.30,3.20,2.90,
/player/Drew-Gordon/Summary/2412,NBA,2011,12,New Mexico,/player/Drew-Gordon/Summary/2412=2011,/cbb/players/drew-gordon-1.html,,1.50,5.50,6.90,
/player/Lance-Goulbourne/Summary/5966,International,2010,11,Vanderbilt,/player/Lance-Goulbourne/Summary/5966=2010,/cbb/players/lance-goulbourne-1.html,,2.40,3.30,5.70,
/player/Lance-Goulbourne/Summary/5966,International,2011,12,Vanderbilt,/player/Lance-Goulbourne/Summary/5966=2011,/cbb/players/lance-goulbourne-1.html,,2.30,5.40,7.70,
/player/Delwan-Graham/Summary/5758,International,2010,11,Jacksonville,/player/Delwan-Graham/Summary/5758=2010,/cbb/players/delwan-graham-1.html,,-2.20,3.20,0.90,
/player/Delwan-Graham/Summary/5758,International,2011,12,Jacksonville,/player/Delwan-Graham/Summary/5758=2011,/cbb/players/delwan-graham-1.html,,-1.70,1.70,0.10,
/player/Jeremy-Granger/Summary/11890,International,2010,11,Eastern Illinois,/player/Jeremy-Granger/Summary/11890=2010,/cbb/players/jeremy-granger-1.html,,1.50,-1.50,0.00,
/player/Jeremy-Granger/Summary/11890,International,2011,12,Eastern Illinois,/player/Jeremy-Granger/Summary/11890=2011,/cbb/players/jeremy-granger-1.html,,2.00,-3.20,-1.20,
/player/Draymond-Green/Summary/2369,NBA,2010,11,Michigan State,/player/Draymond-Green/Summary/2369=2010,/cbb/players/draymond-green-1.html,,6.30,7.30,13.60,
/player/Draymond-Green/Summary/2369,NBA,2011,12,Michigan State,/player/Draymond-Green/Summary/2369=2011,/cbb/players/draymond-green-1.html,,5.50,7.20,12.70,
/player/JaMychal-Green/Summary/2187,NBA,2010,11,Alabama,/player/JaMychal-Green/Summary/2187=2010,/cbb/players/jamychal-green-1.html,,2.90,6.60,9.50,
/player/JaMychal-Green/Summary/2187,NBA,2011,12,Alabama,/player/JaMychal-Green/Summary/2187=2011,/cbb/players/jamychal-green-1.html,,3.30,5.70,8.90,
/player/Jeremy-Green/Summary/4716,International,2010,11,Stanford,/player/Jeremy-Green/Summary/4716=2010,/cbb/players/jeremy-green-1.html,,4.00,-1.10,3.00,
/player/Justin-Greene/Summary/11494,International,2010,11,Kent State,/player/Justin-Greene/Summary/11494=2010,/cbb/players/justin-greene-1.html,,-1.10,2.60,1.60,
/player/Justin-Greene/Summary/11494,International,2011,12,Kent State,/player/Justin-Greene/Summary/11494=2011,/cbb/players/justin-greene-1.html,,-1.30,1.30,0.00,
/player/Jorge-Gutierrez/Summary/6724,NBA,2010,11,California,/player/Jorge-Gutierrez/Summary/6724=2010,/cbb/players/jorge-gutierrez-1.html,,4.00,2.10,6.10,
/player/Jorge-Gutierrez/Summary/6724,NBA,2011,12,California,/player/Jorge-Gutierrez/Summary/6724=2011,/cbb/players/jorge-gutierrez-1.html,,3.20,3.40,6.60,
/player/Yaw-Gyawu/Summary/17115,International,2010,11,Colgate,/player/Yaw-Gyawu/Summary/17115=2010,/cbb/players/yaw-gyawu-1.html,,-2.50,-4.70,-7.20,
/player/Yaw-Gyawu/Summary/17115,International,2011,12,Colgate,/player/Yaw-Gyawu/Summary/17115=2011,/cbb/players/yaw-gyawu-1.html,,-5.60,-6.40,-12.10,
/player/Ashley-Hamilton/Summary/8366,International,2010,11,Loyola Marymount,/player/Ashley-Hamilton/Summary/8366=2010,/cbb/players/ashley-hamilton-1.html,,-3.60,-0.40,-3.90,
/player/Ashley-Hamilton/Summary/8366,International,2011,12,Loyola Marymount,/player/Ashley-Hamilton/Summary/8366=2011,/cbb/players/ashley-hamilton-1.html,,-3.80,-0.50,-4.30,
/player/Ashley-Hamilton/Summary/8366,International,2012,13,Loyola Marymount,/player/Ashley-Hamilton/Summary/8366=2012,/cbb/players/ashley-hamilton-1.html,,-2.30,0.00,-2.30,
/player/Jordan-Hamilton/Summary/17257,International,2010,11,Lehigh,/player/Jordan-Hamilton/Summary/17257=2010,/cbb/players/jordan-hamilton-1.html,,-0.70,-0.90,-1.60,
/player/Jordan-Hamilton/Summary/17257,International,2011,12,Lehigh,/player/Jordan-Hamilton/Summary/17257=2011,/cbb/players/jordan-hamilton-1.html,,0.30,-0.40,-0.10,
/player/Justin-Hamilton/Summary/9475,NBA,2011,12,LSU,/player/Justin-Hamilton/Summary/9475=2011,/cbb/players/justin-hamilton-2.html,,2.80,3.60,6.50,
/player/Scottie-Haralson/Summary/4359,International,2010,11,Tulsa,/player/Scottie-Haralson/Summary/4359=2010,/cbb/players/scottie-haralson-1.html,,4.40,0.00,4.40,
/player/Scottie-Haralson/Summary/4359,International,2011,12,Tulsa,/player/Scottie-Haralson/Summary/4359=2011,/cbb/players/scottie-haralson-1.html,,4.60,-1.90,2.70,
/player/Scottie-Haralson/Summary/4359,International,2012,13,Tulsa,/player/Scottie-Haralson/Summary/4359=2012,/cbb/players/scottie-haralson-1.html,,1.50,-1.20,0.40,
/player/Josh-Harrellson/Summary/5715,NBA,2010,11,Kentucky,/player/Josh-Harrellson/Summary/5715=2010,/cbb/players/josh-harrellson-1.html,,5.40,6.00,11.40,
/player/John-Hart/Summary/3985,International,2010,11,Purdue,/player/John-Hart/Summary/3985=2010,/cbb/players/john-hart-1.html,,3.60,2.30,5.90,
/player/John-Hart/Summary/3985,International,2011,12,Purdue,/player/John-Hart/Summary/3985=2011,/cbb/players/john-hart-1.html,,-0.10,-2.50,-2.60,
/player/John-Hart/Summary/3985,International,2012,13,IUPUI,/player/John-Hart/Summary/3985=2012,/cbb/players/john-hart-1.html,,-0.50,-3.90,-4.40,
/player/Mike-Hart/Summary/8332,International,2010,11,Gonzaga,/player/Mike-Hart/Summary/8332=2010,/cbb/players/mike-hart-1.html,,-0.70,4.60,3.90,
/player/Mike-Hart/Summary/8332,International,2011,12,Gonzaga,/player/Mike-Hart/Summary/8332=2011,/cbb/players/mike-hart-1.html,,1.80,5.50,7.30,
/player/Mike-Hart/Summary/8332,International,2012,13,Gonzaga,/player/Mike-Hart/Summary/8332=2012,/cbb/players/mike-hart-1.html,,8.00,5.60,13.50,
/player/Michael-Harthun/Summary/7006,International,2011,12,Portland State,/player/Michael-Harthun/Summary/7006=2011,/cbb/players/michael-harthun-1.html,,1.50,-3.70,-2.20,
/player/Michael-Harthun/Summary/7006,International,2012,13,Portland State,/player/Michael-Harthun/Summary/7006=2012,/cbb/players/michael-harthun-1.html,,2.70,-5.00,-2.30,
/player/Noah-Hartsrock/Summary/9757,International,2010,11,Brigham Young,/player/Noah-Hartsrock/Summary/9757=2010,/cbb/players/noah-hartsock-1.html,,2.80,5.20,8.00,
/player/Noah-Hartsrock/Summary/9757,International,2011,12,Brigham Young,/player/Noah-Hartsrock/Summary/9757=2011,/cbb/players/noah-hartsock-1.html,,3.30,3.30,6.60,
/player/Rashad-Hassan/Summary/17459,International,2011,12,Savannah State,/player/Rashad-Hassan/Summary/17459=2011,/cbb/players/rashad-hassan-1.html,,0.10,-0.10,0.00,
/player/Rashad-Hassan/Summary/17459,International,2012,13,Savannah State,/player/Rashad-Hassan/Summary/17459=2012,/cbb/players/rashad-hassan-1.html,,-1.40,1.10,-0.30,
/player/Mick-Hedgepeth/Summary/14161,International,2010,11,Belmont,/player/Mick-Hedgepeth/Summary/14161=2010,/cbb/players/mick-hedgepeth-1.html,,1.70,1.90,3.70,
/player/Mick-Hedgepeth/Summary/14161,International,2011,12,Belmont,/player/Mick-Hedgepeth/Summary/14161=2011,/cbb/players/mick-hedgepeth-1.html,,0.50,0.30,0.80,
/player/Terrance-Henry/Summary/5788,International,2010,11,Ole Miss,/player/Terrance-Henry/Summary/5788=2010,/cbb/players/terrance-henry-1.html,,0.00,2.60,2.60,
/player/Terrance-Henry/Summary/5788,International,2011,12,Ole Miss,/player/Terrance-Henry/Summary/5788=2011,/cbb/players/terrance-henry-1.html,,-0.20,1.70,1.50,
/player/Jordan-Hicks/Summary/15650,International,2010,11,Loyola (IL),/player/Jordan-Hicks/Summary/15650=2010,/cbb/players/jordan-hicks-1.html,,4.70,0.30,5.00,
/player/Jordan-Hicks/Summary/15650,International,2011,12,Loyola (IL),/player/Jordan-Hicks/Summary/15650=2011,/cbb/players/jordan-hicks-1.html,,-0.60,-0.80,-1.40,
/player/Jordan-Hicks/Summary/15650,International,2012,13,Loyola (IL),/player/Jordan-Hicks/Summary/15650=2012,/cbb/players/jordan-hicks-1.html,,2.00,1.20,3.20,
/player/Chris-Hines/Summary/10053,D-League,2010,11,Utah,/player/Chris-Hines/Summary/10053=2010,/cbb/players/chris-hines-1.html,,-0.40,-1.50,-1.90,
/player/Chris-Hines/Summary/10053,D-League,2011,12,Utah,/player/Chris-Hines/Summary/10053=2011,/cbb/players/chris-hines-1.html,,-1.30,-4.00,-5.30,
/player/Chris-Hines/Summary/10053,D-League,2012,13,Drake,/player/Chris-Hines/Summary/10053=2012,/cbb/players/chris-hines-1.html,,2.10,-1.40,0.60,
/player/Tyler-Hines/Summary/19397,International,2010,11,Maryland-Eastern Shore,/player/Tyler-Hines/Summary/19397=2010,/cbb/players/tyler-hines-1.html,,-1.60,-2.50,-4.10,
/player/Tyler-Hines/Summary/19397,International,2011,12,Maryland-Eastern Shore,/player/Tyler-Hines/Summary/19397=2011,/cbb/players/tyler-hines-1.html,,-2.80,-1.50,-4.30,
/player/Fred-Hinnenkamp/Summary/13942,International,2010,11,Houston Baptist,/player/Fred-Hinnenkamp/Summary/13942=2010,/cbb/players/fred-hinnenkamp-1.html,,-3.80,-3.50,-7.30,
/player/Anthony-Hitchens/Summary/9441,International,2010,11,James Madison,/player/Anthony-Hitchens/Summary/9441=2010,/cbb/players/anthony-humpty-hitchens-1.html,,1.80,-0.80,1.00,
/player/Anthony-Hitchens/Summary/9441,International,2011,12,James Madison,/player/Anthony-Hitchens/Summary/9441=2011,/cbb/players/anthony-humpty-hitchens-1.html,,2.10,-3.50,-1.40,
/player/Murphy-Holloway/Summary/5787,International,2011,12,Ole Miss,/player/Murphy-Holloway/Summary/5787=2011,/cbb/players/murphy-holloway-1.html,,1.90,3.70,5.60,
/player/Murphy-Holloway/Summary/5787,International,2012,13,Ole Miss,/player/Murphy-Holloway/Summary/5787=2012,/cbb/players/murphy-holloway-1.html,,3.30,3.80,7.10,
/player/Tu-Holloway/Summary/10919,International,2010,11,Xavier,/player/Tu-Holloway/Summary/10919=2010,/cbb/players/terrell-holloway-1.html,,7.80,1.30,9.00,
/player/Tu-Holloway/Summary/10919,International,2011,12,Xavier,/player/Tu-Holloway/Summary/10919=2011,/cbb/players/terrell-holloway-1.html,,6.10,0.90,7.10,
/player/Denver-Holmes/Summary/7231,International,2010,11,Evansville,/player/Denver-Holmes/Summary/7231=2010,/cbb/players/denver-holmes-1.html,,-0.50,-1.20,-1.80,
/player/Denver-Holmes/Summary/7231,International,2011,12,Evansville,/player/Denver-Holmes/Summary/7231=2011,/cbb/players/denver-holmes-1.html,,3.70,-3.10,0.60,
/player/Scotty-Hopson/Summary/2184,NBA,2010,11,Tennessee,/player/Scotty-Hopson/Summary/2184=2010,/cbb/players/scotty-hopson-1.html,,3.50,-0.70,2.80,
/player/James-Hulbin/Summary/21720,International,2010,11,Northwestern State,/player/James-Hulbin/Summary/21720=2010,/cbb/players/james-hulbin-1.html,,-2.70,-3.10,-5.80,
/player/James-Hulbin/Summary/21720,International,2011,12,Northwestern State,/player/James-Hulbin/Summary/21720=2011,/cbb/players/james-hulbin-1.html,,-1.90,-3.00,-5.00,
/player/James-Hulbin/Summary/21720,International,2012,13,Northwestern State,/player/James-Hulbin/Summary/21720=2012,/cbb/players/james-hulbin-1.html,,3.20,-0.80,2.40,
/player/Dario-Hunt/Summary/9039,International,2010,11,Nevada,/player/Dario-Hunt/Summary/9039=2010,/cbb/players/dario-hunt-1.html,,0.20,2.60,2.80,
/player/Dario-Hunt/Summary/9039,International,2011,12,Nevada,/player/Dario-Hunt/Summary/9039=2011,/cbb/players/dario-hunt-1.html,,-1.60,5.70,4.20,
/player/Trian-Iliadis/Summary/18862,International,2010,11,Old Dominion,/player/Trian-Iliadis/Summary/18862=2010,/cbb/players/trian-iliadis-1.html,,3.90,-0.60,3.30,
/player/Trian-Iliadis/Summary/18862,International,2011,12,Old Dominion,/player/Trian-Iliadis/Summary/18862=2011,/cbb/players/trian-iliadis-1.html,,1.30,0.80,2.10,
/player/Colton-Iverson/Summary/3914,International,2010,11,Minnesota,/player/Colton-Iverson/Summary/3914=2010,/cbb/players/colton-iverson-1.html,,-0.90,3.10,2.30,
/player/Colton-Iverson/Summary/3914,International,2012,13,Colorado State,/player/Colton-Iverson/Summary/3914=2012,/cbb/players/colton-iverson-1.html,,5.50,2.70,8.20,
/player/Aleek-Pauline/Summary/19534,International,2010,11,Norfolk State,/player/Aleek-Pauline/Summary/19534=2010,/cbb/players/aleek-pauline-1.html,,-2.10,-2.40,-4.50,
/player/Lewis-Jackson/Summary/3987,International,2010,11,Purdue,/player/Lewis-Jackson/Summary/3987=2010,/cbb/players/lewis-jackson-1.html,,3.60,2.80,6.40,
/player/Lewis-Jackson/Summary/3987,International,2011,12,Purdue,/player/Lewis-Jackson/Summary/3987=2011,/cbb/players/lewis-jackson-1.html,,4.30,1.10,5.50,
/player/Lorne-Jackson/Summary/8428,International,2010,11,Pepperdine,/player/Lorne-Jackson/Summary/8428=2010,/cbb/players/lorne-jackson-1.html,,4.10,-1.20,2.90,
/player/Lorne-Jackson/Summary/8428,International,2012,13,Pepperdine,/player/Lorne-Jackson/Summary/8428=2012,/cbb/players/lorne-jackson-1.html,,1.60,0.00,1.60,
/player/Reggie-Jackson/Summary/3771,NBA,2010,11,Boston College,/player/Reggie-Jackson/Summary/3771=2010,/cbb/players/reggie-jackson-1.html,,9.00,0.20,9.10,
/player/Anthony-James/Summary/7456,International,2010,11,Northern Iowa,/player/Anthony-James/Summary/7456=2010,/cbb/players/anthony-james-1.html,,3.10,-0.80,2.30,
/player/Anthony-James/Summary/7456,International,2011,12,Northern Iowa,/player/Anthony-James/Summary/7456=2011,/cbb/players/anthony-james-1.html,,-1.20,-0.30,-1.50,
/player/Anthony-James/Summary/7456,International,2012,13,Northern Iowa,/player/Anthony-James/Summary/7456=2012,/cbb/players/anthony-james-1.html,,-1.00,0.40,-0.50,
/player/Terrence-Jennings/Summary/6127,International,2010,11,Louisville,/player/Terrence-Jennings/Summary/6127=2010,/cbb/players/terrence-jennings-1.html,,1.70,6.40,8.10,
/player/Chris-Johnson/Summary/9587,NBA,2010,11,Dayton,/player/Chris-Johnson/Summary/9587=2010,/cbb/players/chris-johnson-1.html,,6.10,2.10,8.20,
/player/Chris-Johnson/Summary/9587,NBA,2011,12,Dayton,/player/Chris-Johnson/Summary/9587=2011,/cbb/players/chris-johnson-1.html,,7.10,1.10,8.20,
/player/James-Johnson/Summary/20704,International,2010,11,Quinnipiac,/player/James-Johnson/Summary/20704=2010,/cbb/players/james-johnson-1.html,,5.10,-0.80,4.20,
/player/James-Johnson/Summary/20704,International,2011,12,Quinnipiac,/player/James-Johnson/Summary/20704=2011,/cbb/players/james-johnson-1.html,,2.30,-1.60,0.70,
/player/Matt-Johnson/Summary/12392,International,2010,11,Columbia,/player/Matt-Johnson/Summary/12392=2010,/cbb/players/matt-johnson-1.html,,-0.80,-1.00,-1.80,
/player/Matt-Johnson/Summary/12392,International,2011,12,Columbia,/player/Matt-Johnson/Summary/12392=2011,/cbb/players/matt-johnson-1.html,,-5.90,-1.10,-7.00,
/player/Reggie-Johnson/Summary/3801,International,2010,11,Miami (FL),/player/Reggie-Johnson/Summary/3801=2010,/cbb/players/reggie-johnson-2.html,,4.10,3.60,7.70,
/player/Reggie-Johnson/Summary/3801,International,2011,12,Miami (FL),/player/Reggie-Johnson/Summary/3801=2011,/cbb/players/reggie-johnson-2.html,,2.60,3.60,6.20,
/player/Reggie-Johnson/Summary/3801,International,2012,13,Miami (FL),/player/Reggie-Johnson/Summary/3801=2012,/cbb/players/reggie-johnson-2.html,,-3.30,4.30,1.00,
/player/Russell-Johnson/Summary/20754,International,2010,11,Robert Morris,/player/Russell-Johnson/Summary/20754=2010,/cbb/players/russell-johnson-1.html,,-0.80,1.20,0.40,
/player/Russell-Johnson/Summary/20754,International,2011,12,Robert Morris,/player/Russell-Johnson/Summary/20754=2011,/cbb/players/russell-johnson-1.html,,-1.60,3.00,1.50,
/player/Russell-Johnson/Summary/20754,International,2012,13,Robert Morris,/player/Russell-Johnson/Summary/20754=2012,/cbb/players/russell-johnson-1.html,,0.90,3.10,4.10,
/player/Shaquille-Johnson/Summary/7821,International,2010,11,Marshall,/player/Shaquille-Johnson/Summary/7821=2010,/cbb/players/shaquille-johnson-1.html,,0.00,1.00,1.00,
/player/Shaquille-Johnson/Summary/7821,International,2011,12,Marshall,/player/Shaquille-Johnson/Summary/7821=2011,/cbb/players/shaquille-johnson-1.html,,2.20,0.80,3.00,
/player/Andre-Jones/Summary/16380,International,2010,11,Winthrop,/player/Andre-Jones/Summary/16380=2010,/cbb/players/andre-jones-1.html,,0.90,-0.10,0.80,
/player/Andre-Jones/Summary/16380,International,2011,12,Winthrop,/player/Andre-Jones/Summary/16380=2011,/cbb/players/andre-jones-1.html,,0.70,-2.00,-1.30,
/player/Anthony-Jones/Summary/4142,International,2010,11,Baylor,/player/Anthony-Jones/Summary/4142=2010,/cbb/players/anthony-jones-2.html,,3.20,2.00,5.10,
/player/Anthony-Jones/Summary/4142,International,2011,12,Baylor,/player/Anthony-Jones/Summary/4142=2011,/cbb/players/anthony-jones-2.html,,3.50,1.60,5.10,
/player/DeQuan-Jones/Summary/2365,NBA,2010,11,Miami (FL),/player/DeQuan-Jones/Summary/2365=2010,/cbb/players/dequan-jones-1.html,,-2.60,2.00,-0.60,
/player/DeQuan-Jones/Summary/2365,NBA,2011,12,Miami (FL),/player/DeQuan-Jones/Summary/2365=2011,/cbb/players/dequan-jones-1.html,,-0.90,1.50,0.60,
/player/Eshaunte-Jones/Summary/4232,International,2010,11,Nebraska,/player/Eshaunte-Jones/Summary/4232=2010,/cbb/players/eshaunte-jones-1.html,,0.90,0.00,0.80,
/player/Eshaunte-Jones/Summary/4232,International,2012,13,Northern Kentucky,/player/Eshaunte-Jones/Summary/4232=2012,/cbb/players/eshaunte-jones-1.html,,6.20,-3.00,3.20,
/player/Jarrod-Jones/Summary/11378,International,2010,11,Ball State,/player/Jarrod-Jones/Summary/11378=2010,/cbb/players/jarrod-jones-1.html,,0.30,1.10,1.30,
/player/Jarrod-Jones/Summary/11378,International,2011,12,Ball State,/player/Jarrod-Jones/Summary/11378=2011,/cbb/players/jarrod-jones-1.html,,-0.10,0.00,-0.10,
/player/Jason-Jones/Summary/8279,International,2010,11,Middle Tennessee State,/player/Jason-Jones/Summary/8279=2010,/cbb/players/jason-jones-1.html,,-0.40,0.20,-0.20,
/player/Jason-Jones/Summary/8279,International,2011,12,Middle Tennessee State,/player/Jason-Jones/Summary/8279=2011,/cbb/players/jason-jones-1.html,,0.70,-0.90,-0.20,
/player/Jason-Jones/Summary/8279,International,2012,13,Middle Tennessee State,/player/Jason-Jones/Summary/8279=2012,/cbb/players/jason-jones-1.html,,2.20,1.40,3.60,
/player/Kevin-Jones/Summary/2370,NBA,2010,11,West Virginia,/player/Kevin-Jones/Summary/2370=2010,/cbb/players/kevin-jones-5.html,,3.80,2.10,5.90,
/player/Kevin-Jones/Summary/2370,NBA,2011,12,West Virginia,/player/Kevin-Jones/Summary/2370=2011,/cbb/players/kevin-jones-5.html,,7.20,1.50,8.60,
/player/Verdell-Jones/Summary/3864,International,2010,11,Indiana,/player/Verdell-Jones/Summary/3864=2010,/cbb/players/verdell-jones-1.html,,0.90,0.90,1.70,
/player/Verdell-Jones/Summary/3864,International,2011,12,Indiana,/player/Verdell-Jones/Summary/3864=2011,/cbb/players/verdell-jones-1.html,,1.40,1.60,3.00,
/player/Devoe-Joseph/Summary/2419,International,2010,11,Minnesota,/player/Devoe-Joseph/Summary/2419=2010,/cbb/players/devoe-joseph-1.html,,3.90,-2.70,1.10,
/player/Devoe-Joseph/Summary/2419,International,2011,12,Oregon,/player/Devoe-Joseph/Summary/2419=2011,/cbb/players/devoe-joseph-1.html,,6.80,0.10,6.80,
/player/Kris-Joseph/Summary/6525,NBA,2010,11,Syracuse,/player/Kris-Joseph/Summary/6525=2010,/cbb/players/kris-joseph-1.html,,4.40,3.10,7.50,
