,,,,,,,,,,,,,,,,,,Transition Defense,,,,,,,,
,,,,,,,,,,,,Late Shot Clock Offense,,,,,,Blocks,,,Recovered Blocks (Team),,,And-1 Surrendered (Oppo),,
,Stats Team,RealGM Team,Name,Count,Highest Level Reached,"Trans
Blocks",Own Miss PBS,Dunk PBs,Pick 6,"Putback 3
Reb",Dunk Assists,L 2PA,L 2PM,S 2PA,S 2PM,3PA,3PM,2PJ,S2P,3P,2PJ,S2P,3P,2PJ,S2P,3P
2010,Illinois,Illinois,Brandon Paul,2273,NBA,4,2,0,10,0,14,22,2,13,4,28,14,2,2,0,1,1,0,0,1,0
2011,Illinois,Illinois,Brandon Paul,2273,NBA,8,5,0,4,1,15,42,14,19,11,50,17,6,2,0,5,1,0,0,0,0
2012,Illinois,Illinois,Brandon Paul,2273,NBA,8,1,0,9,0,9,36,15,12,6,68,20,2,6,0,1,1,0,0,4,0
2009,Indiana,Indiana,Jordan Hulls,2277,International,0,0,0,1,0,6,15,6,2,0,34,14,0,0,0,0,0,0,0,1,0
2010,Indiana,Indiana,Jordan Hulls,2277,International,2,0,0,1,0,6,45,22,9,3,33,15,2,1,0,0,0,0,0,2,0
2011,Indiana,Indiana,Jordan Hulls,2277,International,2,0,0,1,0,21,30,12,9,4,43,20,1,1,0,0,1,0,0,0,0
2012,Indiana,Indiana,Jordan Hulls,2277,International,0,0,0,1,0,13,15,5,2,1,22,11,0,0,0,0,0,0,1,1,0
2009,Michigan,Michigan,Manny Harris,2279,NBA,3,9,0,15,0,11,59,17,16,7,49,13,3,0,0,1,0,0,0,1,0
2009,Ole Miss,Ole Miss,Terrico White,2280,International,2,3,2,4,0,2,19,8,8,4,25,8,0,2,0,0,2,0,0,0,0
2009,Syracuse,Syracuse,Brandon Triche,2282,International,0,3,0,5,0,14,5,1,6,3,5,0,0,0,0,0,0,0,0,0,0
2010,Syracuse,Syracuse,Brandon Triche,2282,International,1,6,0,5,0,18,16,6,8,3,31,9,0,1,0,0,0,0,1,1,0
2012,Syracuse,Syracuse,Brandon Triche,2282,International,2,2,0,5,0,27,37,13,19,11,34,7,2,0,0,1,0,0,0,1,0
2009,Rutgers,Rutgers,Jonathan Mitchell,2283,International,1,4,0,1,1,13,43,14,11,4,51,16,0,2,0,0,1,0,0,0,0
2010,Rutgers,Rutgers,Jonathan Mitchell,2283,International,2,4,0,2,0,2,49,20,18,11,54,21,1,2,0,0,1,0,0,1,0
2009,Michigan St.,Michigan State,Raymar Morgan,2284,International,3,2,1,4,0,6,23,7,16,9,4,2,1,2,0,1,0,0,0,0,0
2009,California,California,Patrick Christopher,2298,NBA,1,8,1,7,0,5,51,19,13,8,36,12,0,1,0,0,1,0,0,3,0
2009,Texas A&M,Texas A&M,Bryan Davis,2300,International,15,7,4,5,0,5,20,5,36,24,0,0,5,10,0,4,5,0,0,1,0
2009,Virginia Tech,Virginia Tech,Malcolm Delaney,2301,NBA,1,2,0,4,0,17,34,9,23,8,54,11,0,1,0,0,0,0,1,0,0
2010,Virginia Tech,Virginia Tech,Malcolm Delaney,2301,NBA,1,2,0,9,0,16,34,9,18,10,59,23,0,1,0,0,0,0,0,1,0
2009,West Virginia,West Virginia,Devin Ebanks,2302,NBA,6,10,0,7,0,3,64,18,21,8,14,0,0,5,0,0,3,0,0,1,0
2009,Morehead St.,Morehead State,Kenneth Faried,2303,NBA,15,16,8,3,0,0,54,17,56,40,1,0,0,16,0,0,12,0,0,2,0
2010,Morehead St.,Morehead State,Kenneth Faried,2303,NBA,28,7,13,5,0,5,46,16,55,34,0,0,3,23,1,2,9,0,1,2,0
2009,Fresno St.,Fresno State,Paul George,2305,NBA,8,7,1,13,0,22,25,9,17,10,43,14,2,6,0,0,3,0,0,1,0
2009,North Carolina,North Carolina,Marcus Ginyard,2306,International,1,2,1,7,0,12,16,5,2,2,14,4,1,0,0,0,0,0,0,0,0
2009,Notre Dame,Notre Dame,Luke Harangody,2307,NBA,1,4,0,0,0,5,95,37,41,24,20,4,0,1,0,0,1,0,0,1,0
2009,Marquette,Marquette,Lazar Hayward,2308,NBA,8,14,1,4,0,5,58,16,19,12,60,16,3,5,0,1,2,0,0,1,0
2009,Purdue,Purdue,Robbie Hummel,2309,NBA,6,1,0,3,0,4,36,19,3,3,28,9,5,1,0,2,0,0,0,0,0
2011,Purdue,Purdue,Robbie Hummel,2309,NBA,6,2,0,2,0,1,69,27,9,5,48,14,5,3,0,0,1,0,0,2,0
2009,Purdue,Purdue,JaJuan Johnson,2310,NBA,12,3,2,0,0,0,56,17,13,9,0,0,8,5,0,5,2,0,1,1,0
2010,Purdue,Purdue,JaJuan Johnson,2310,NBA,11,1,2,4,0,2,98,40,8,4,8,4,7,4,1,5,4,0,0,0,0
2009,Tulsa,Tulsa,Jerome Jordan,2311,NBA,16,7,9,0,0,10,55,22,22,17,0,0,5,9,0,2,5,0,0,3,0
