name,year,playerid,height_no_shoes,height_shoes,weight,wingspan,st_reach,body_fat,hand_len,hand_width,no_step_vert,no_step_vert_reach,max_vert,max_vert_reach,bench,agility,sprint
Kalin Lucas,2009,/player/Kalin-Lucas/Summary/2313,NA,72.5,186,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamall Richards,2012,/player/Kamall-Richards/Summary/56997,75.5,NA,195,79.75,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Chatman,2013,/player/Kameron-Chatman/Summary/52546,NA,78.5,197,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Chatman,2013,/player/Kameron-Chatman/Summary/52546,NA,78.5,197,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Chatman,2014,/player/Kameron-Chatman/Summary/52546,78.75,NA,218,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron McGusty,2015,/player/Kameron-McGusty/Summary/85679,75,NA,166,78,98.5,NA,NA,NA,29,127.5,34,132.5,NA,11.18,3.66
Kammron Taylor,2007,/player/Kammron-Taylor/Summary/2011,73.25,74.5,166,74.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kam Williams,2012,/player/Kam-Williams/Summary/56673,NA,75,161,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kam Williams,2012,/player/Kam-Williams/Summary/56673,NA,75,161,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Jamar,2014,/player/Kareem-Jamar/Summary/22703,75.75,NA,203,79,99,NA,NA,NA,27,126,NA,NA,NA,11.43,3.46
Karl-Anthony Towns,2013,/player/Karl-Anthony-Towns/Summary/39311,NA,84,243,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karl-Anthony Towns,2014,/player/Karl-Anthony-Towns/Summary/39311,NA,84,248,87.5,113,NA,9.63,10.75,NA,NA,NA,NA,NA,NA,NA
Karl-Anthony Towns,2014,/player/Karl-Anthony-Towns/Summary/39311,82.25,83.25,250,87.25,109,8.1,9.25,10.5,29,138,36.5,145.5,13,10.66,3.36
Karl Cochran,2015,/player/Karl-Cochran/Summary/31629,71,NA,172,77,95,NA,NA,NA,34,129,NA,NA,NA,6.07,3.13
Karonn Davis,2012,/player/Karonn-Davis/Summary/58252,72,NA,188,73.75,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karviar Shepherd,2012,/player/Karviar-Shepherd/Summary/28237,NA,82,220,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karviar Shepherd,2012,/player/Karviar-Shepherd/Summary/28237,NA,82,220,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasey Hill,2012,/player/Kasey-Hill/Summary/24317,NA,73,176,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasey Hill,2012,/player/Kasey-Hill/Summary/24317,NA,73,176,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasey Hill,2013,/player/Kasey-Hill/Summary/24317,NA,72.75,173,76,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kassoum Yakwe,2013,/player/Kassoum-Yakwe/Summary/71578,77,NA,178,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kassoum Yakwe,2014,/player/Kassoum-Yakwe/Summary/71578,77,NA,194,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Katin Reinhardt,2011,/player/Katin-Reinhardt/Summary/24299,NA,77,193,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawhi Leonard,2011,/player/Kawhi-Leonard/Summary/2256,78,79,227,87,106,5.4,9.75,11.25,25.5,131.5,32,138,3,11.45,3.15
Kay Felder,2016,/player/Kay-Felder/Summary/57281,68.25,69.5,177.2,74.5,88.5,5.8,8.25,8.5,NA,NA,NA,NA,NA,NA,NA
K.C. Rivers,2009,/player/KC-Rivers/Summary/3681,76,77,211,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keala King,2009,/player/Keala-King/Summary/9297,NA,77.5,180,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keala King,2009,/player/Keala-King/Summary/9297,NA,77.5,180,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kedren Johnson,2010,/player/Kedren-Johnson/Summary/24224,NA,77,217,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kedren Johnson,2011,/player/Kedren-Johnson/Summary/24224,NA,77,217,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kee-Kee Clark,2006,/player/Kee-Kee-Clark/Summary/4771,69.75,70.75,180,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kee-Kee Clark,2006,/player/Kee-Kee-Clark/Summary/4771,69,70.25,184,74.5,92.5,11.6,NA,NA,31,123.5,34,126.5,13,11.03,3.11
Keenan Evans,2012,/player/Keenan-Evans/Summary/80278,72.75,NA,159,76.75,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keifer Sykes,2015,/player/Keifer-Sykes/Summary/30901,70.5,71.75,167,74,93,5,8.5,9.5,34,127,43,136,NA,10.5,3.13
Keifer Sykes,2015,/player/Keifer-Sykes/Summary/30901,70.5,71.75,167.2,74,93,5,8.5,9.5,NA,NA,NA,NA,NA,NA,NA
Keith Appling,2014,/player/Keith-Appling/Summary/7110,72,73,182,77,96,5.5,9,10,NA,NA,NA,NA,NA,NA,NA
Keith Appling,2015,/player/Keith-Appling/Summary/7110,72,73.25,179,77.5,97.5,NA,NA,NA,25,122.5,35.5,133,NA,11.48,3.35
Keith Benson,2009,/player/Keith-Benson/Summary/9732,NA,82.5,215,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Benson,2011,/player/Keith-Benson/Summary/9732,82,83,217,87.75,109.5,6.1,9.5,11,31.5,141,36,145.5,12,11.88,3.35
Keith Bogans,2003,/player/Keith-Bogans/Summary/475,76.25,77.75,213,81.25,101,8,NA,NA,29.5,130.5,35,136,10,11.43,3.25
Keith Brumbaugh,2008,/player/Keith-Brumbaugh/Summary/2348,79.5,80.75,190,79.25,104.5,4,NA,NA,26,130.5,27,131.5,2,11.65,3.28
Keith Clanton,2013,/player/Keith-Clanton/Summary/8207,79.75,NA,249,86.5,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Frazier,2011,/player/Keith-Frazier/Summary/24307,NA,78,188,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Frazier,2012,/player/Keith-Frazier/Summary/24307,76.5,NA,191,79.5,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Frazier,2012,/player/Keith-Frazier/Summary/24307,NA,78,189,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Haynes,2010,/player/Keith-Haynes/Summary/4368,72.5,NA,186,77.75,96.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Hornsby,2015,/player/Keith-Hornsby/Summary/31196,74.5,75.5,208,75.25,97,4.8,7.25,7.75,36,133,42.5,139.5,22,10.75,2.64
Keith Langford,2005,/player/Keith-Langford/Summary/332,74.25,75.5,203,81,101,NA,NA,NA,32,133,29.5,130.5,8,11.38,3.23
Keith Langford,2015,/player/Keith-Langford/Summary/332,76,77,208,81,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kejuan Johnson,2013,/player/Kejuan-Johnson/Summary/84233,76,NA,209,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kelan Martin,2016,/player/Kelan-Martin/Summary/80516,76.75,NA,229,82,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kellen Dunham,2015,/player/Kellen-Dunham/Summary/42819,75,77,190,76.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kelly Olynyk,2013,/player/Kelly-Olynyk/Summary/8330,82.75,84,234,81.75,108,6.7,8.5,10,24.5,132.5,29.5,137.5,5,11.42,3.59
"Kelly Oubre, Jr.",2013,/player/Kelly-Oubre-Jr/Summary/52352,NA,79,190,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Oubre, Jr.",2013,/player/Kelly-Oubre-Jr/Summary/52352,NA,79,190,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Oubre, Jr.",2013,/player/Kelly-Oubre-Jr/Summary/52352,NA,79,197,85,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Oubre, Jr.",2014,/player/Kelly-Oubre-Jr/Summary/52352,NA,78.5,204,86,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Oubre, Jr.",2014,/player/Kelly-Oubre-Jr/Summary/52352,NA,79,199,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Oubre, Jr.",2015,/player/Kelly-Oubre-Jr/Summary/52352,77.75,78.75,203,86.25,102.5,5.7,9,8.75,34.5,137,37,139.5,NA,11.1,3.32
"Kelly Oubre, Jr.",2015,/player/Kelly-Oubre-Jr/Summary/52352,77.75,78.75,202.8,86.25,102.5,5.7,9,8.75,NA,NA,NA,NA,NA,NA,NA
Kelly Whitney,2006,/player/Kelly-Whitney/Summary/6389,79.5,81,240,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kelvin Pena,2004,/player/Kelvin-Pena/Summary/2717,74.25,75.25,182,78.5,99.5,NA,NA,NA,27.5,127,32.5,132,1,11.5,3.24
Kemba Walker,2010,/player/Kemba-Walker/Summary/2181,NA,73,179,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kemba Walker,2011,/player/Kemba-Walker/Summary/2181,NA,73,179,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kemba Walker,2011,/player/Kemba-Walker/Summary/2181,71.5,73,184,75.5,91.5,5.9,8,9,32,123.5,39.5,131,7,10.87,3.16
Kendall Gray,2015,/player/Kendall-Gray/Summary/23606,80.25,NA,225,83.25,105.5,NA,NA,NA,30,135.5,NA,NA,NA,6.16,3.34
Kendall Jones,2011,/player/Kendall-Jones/Summary/24645,NA,69,137,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Marshall,2009,/player/Kendall-Marshall/Summary/7113,NA,76,180,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Marshall,2009,/player/Kendall-Marshall/Summary/7113,NA,76,180,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Marshall,2011,/player/Kendall-Marshall/Summary/7113,NA,76,197,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Marshall,2012,/player/Kendall-Marshall/Summary/7113,75.25,76.25,198,77.5,96,7.8,8.5,9,31,127,37,133,NA,12.03,3.23
Kendall Small,2014,/player/Kendall-Small/Summary/73149,NA,71.5,169,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Williams,2014,/player/Kendall-Williams/Summary/22373,74.25,75.75,183,77.5,99,7.2,8,7.75,27,126,33,132,NA,10.83,NA
Kendrick Nunn,2011,/player/Kendrick-Nunn/Summary/24684,NA,75,171,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Perry,2014,/player/Kendrick-Perry/Summary/23765,71.75,NA,169,78,97,NA,NA,NA,31,128,NA,NA,NA,10.79,3.18
Ken Horton,2012,/player/Ken-Horton/Summary/20457,77.75,NA,204,83,NA,NA,NA,NA,28.3,NA,NA,NA,NA,11.78,3.51
Kennedy Meeks,2011,/player/Kennedy-Meeks/Summary/24679,NA,81,279,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kennedy Meeks,2012,/player/Kennedy-Meeks/Summary/24679,NA,81.5,297,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kennedy Meeks,2012,/player/Kennedy-Meeks/Summary/24679,NA,81.5,297,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kennedy Meeks,2017,/player/Kennedy-Meeks/Summary/24679,80.75,82.25,276.6,85,106,11.5,8.75,8.75,NA,NA,NA,NA,NA,NA,NA
Kenneth Faried,2011,/player/Kenneth-Faried/Summary/2303,78,79.5,225,84,108,6.3,8.5,10.25,30.5,138.5,35,143,16,11.35,3.26
Kenny Adeleke,2006,/player/Kenny-Adeleke/Summary/1165,79.5,80.5,250,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Adeleke,2006,/player/Kenny-Adeleke/Summary/1165,78.5,79.75,250,82.25,104,10.5,NA,NA,28.5,132.5,30.5,134.5,26,11.57,3.47
Kenny Boynton,2013,/player/Kenny-Boynton/Summary/2206,73,NA,187,77.5,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Chery,2015,/player/Kenny-Chery/Summary/56876,70.5,NA,177,73,93.5,NA,NA,NA,30,123.5,NA,NA,NA,5.73,3.16
Kenny Hasbrouck,2009,/player/Kenny-Hasbrouck/Summary/1803,74.75,76,191,76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Kadji,2013,/player/Kenny-Kadji/Summary/5633,80.75,82,242,87,106.5,7.5,9,10.25,34,140.5,38,144.5,9,11.47,3.44
Kenny Kadji,2013,/player/Kenny-Kadji/Summary/5633,80.75,82,242,87,106.5,7.5,9,10.25,34,140.5,38,144.5,9,11.47,3.28
Kenny Kaminski,2011,/player/Kenny-Kaminski/Summary/24664,NA,80,246,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Kaminski,2011,/player/Kenny-Kaminski/Summary/24664,NA,80,246,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Smith,2013,/player/Kenny-Smith/Summary/10580,75,NA,153,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Williams,2014,/player/Kenny-Williams/Summary/73156,NA,75.5,170,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Williams,2014,/player/Kenny-Williams/Summary/73156,NA,75.5,170,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentan Facey,2012,/player/Kentan-Facey/Summary/41428,NA,80.5,191,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentan Facey,2012,/player/Kentan-Facey/Summary/41428,NA,80.5,191,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentavious Caldwell-Pope,2010,/player/Kentavious-Caldwell-Pope/Summary/24162,NA,78,185,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentavious Caldwell-Pope,2010,/player/Kentavious-Caldwell-Pope/Summary/24162,NA,78,185,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentavious Caldwell-Pope,2013,/player/Kentavious-Caldwell-Pope/Summary/24162,76.5,77.5,204,80,100.5,6.5,8.5,9,29,129.5,34.5,135,7,10.6,3.12
Kent Bazemore,2012,/player/Kent-Bazemore/Summary/18858,75.75,NA,201,83.5,NA,NA,NA,NA,30.8,NA,NA,NA,NA,10.86,3.15
Kentrall Brooks,2012,/player/Kentrall-Brooks/Summary/58249,79,NA,172,88.25,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentrell Gransberry,2008,/player/Kentrell-Gransberry/Summary/1839,79,80,283,82.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentrell Gransberry,2008,/player/Kentrell-Gransberry/Summary/1839,78.75,79.75,290,82.25,104,17.4,NA,NA,24.5,128.5,27.5,131.5,18,12.16,3.32
Kenyatta Smith,2010,/player/Kenyatta-Smith/Summary/30865,80,NA,270,87,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keshawn Saunders,2015,/player/Keshaun-Saunders/Summary/89196,75,NA,176,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevarrius Hayes,2013,/player/Kevarrius-Hayes/Summary/83907,80,NA,189,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevaughn Allen,2014,/player/Kevaughn-Allen/Summary/73154,NA,74.5,176,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevaughn Allen,2014,/player/Kevaughn-Allen/Summary/73154,NA,74.5,176,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Anderson,2011,/player/Kevin-Anderson/Summary/9603,72,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Anderson,2011,/player/Kevin-Anderson/Summary/9603,NA,72,166,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Dillard,2012,/player/Kevin-Dillard/Summary/2272,NA,72,179,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Dillard,2012,/player/Kevin-Dillard/Summary/2272,NA,72,179,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Dillard,2013,/player/Kevin-Dillard/Summary/2272,70.75,NA,171,79,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Durant,2006,/player/Kevin-Durant/Summary/34,81,NA,NA,88,108.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Durant,2007,/player/Kevin-Durant/Summary/34,81,82.25,215,88.75,110,6.6,NA,NA,26,136,33.5,143.5,NA,12.33,3.45
Kevin Harley,2015,/player/Kevin-Harley/Summary/28282,77.5,78.5,191,78.5,100,NA,NA,NA,30.5,130.5,35,135,NA,NA,3.11
Kevin Huerter,2015,/player/Kevin-Huerter/Summary/89387,NA,78,169,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Jones,2010,/player/Kevin-Jones/Summary/2370,NA,79.5,248,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Jones,2011,/player/Kevin-Jones/Summary/2370,78.5,80,247,85.5,104.5,8.5,7,NA,27.5,132,33.5,138,NA,9.18,4.05
Kevin Jones,2012,/player/Kevin-Jones/Summary/2370,78.25,79.5,251,85.5,105,11.2,9,7.75,27.5,132.5,32.5,137.5,17,11.94,3.6
Kevin Knox,2015,/player/Kevin-Knox/Summary/91700,78.5,80,194,81,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Knox,2016,/player/Kevin-Knox/Summary/91700,NA,79,196,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Kruger,2007,/player/Kevin-Kruger/Summary/882,72.75,73.75,185,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Love,2008,/player/Kevin-Love/Summary/760,79.75,81.5,255,83.25,106,12.9,NA,NA,29.5,135.5,35,141,18,11.17,3.22
Kevin Murphy,2012,/player/Kevin-Murphy/Summary/11827,78,NA,195,79,NA,NA,NA,NA,27.8,NA,NA,NA,NA,12.09,3.34
Kevin Murphy,2012,/player/Kevin-Murphy/Summary/11827,77,78.25,194,78.75,99,5.8,8.5,8.5,31,130,36.5,135.5,11,10.97,3.42
Kevin Palmer,2010,/player/Kevin-Palmer/Summary/10158,77,NA,194,81.5,101.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Pangos,2013,/player/Kevin-Pangos/Summary/24345,NA,73.5,180,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Pangos,2014,/player/Kevin-Pangos/Summary/24345,NA,74.5,185,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Pittsnogle,2005,/player/Kevin-Pittsnogle/Summary/1092,81.25,82.25,259,82.5,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevon Looney,2012,/player/Kevon-Looney/Summary/41494,NA,80.5,183,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevon Looney,2013,/player/Kevon-Looney/Summary/41494,NA,81.5,209,87,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevon Looney,2015,/player/Kevon-Looney/Summary/41494,80,81.25,222,87.5,110,11.9,9.5,9.25,NA,NA,NA,NA,NA,NA,NA
Kevon Looney,2015,/player/Kevon-Looney/Summary/41494,80,81.25,222.4,87.5,110,11.9,9.5,9.25,NA,NA,NA,NA,NA,NA,NA
KeyShawn Feazell,2015,/player/KeyShawn-Feazell/Summary/88797,79,NA,210,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kezo Brown,2015,/player/Kezo-Brown/Summary/92811,72,73,168,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khadeem Lattin,2013,/player/Khadeem-Lattin/Summary/32644,NA,81,197,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khadeem Lattin,2013,/player/Khadeem-Lattin/Summary/32644,NA,81,197,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khadeen Carrington,2013,/player/Khadeen-Carrington/Summary/52343,NA,74.5,177,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khadeen Carrington,2013,/player/Khadeen-Carrington/Summary/52343,NA,74.5,177,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalea Turner-Morris,2013,/player/Khalea-Turner-Morris/Summary/121595,81,NA,245,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalea Turner-Morris,2014,/player/Khalea-Turner-Morris/Summary/121595,79,NA,253,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalif Wyatt,2013,/player/Khalif-Wyatt/Summary/10877,74.5,NA,215,80.5,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalif Wyatt,2013,/player/Khalif-Wyatt/Summary/10877,74.75,76.25,212,79.75,100.5,13.1,8.5,7.75,28.5,129,31,131.5,7,11.38,3.49
Khem Birch,2010,/player/Khem-Birch/Summary/24151,NA,81,175,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khem Birch,2013,/player/Khem-Birch/Summary/24151,NA,80.5,220,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khem Birch,2014,/player/Khem-Birch/Summary/24151,79.5,81.25,209,85,107,6,9,8.5,30.5,137.5,35.5,142.5,NA,11.6,3.26
Khris Middleton,2011,/player/Khris-Middleton/Summary/4294,NA,80,211,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khris Middleton,2011,/player/Khris-Middleton/Summary/4294,NA,79.5,211,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khris Middleton,2012,/player/Khris-Middleton/Summary/4294,78.75,80.25,216,82.75,103,7.8,9,9,28,131,31,134,4,11.45,3.47
Killian Larson,2014,/player/Killian-Larson/Summary/34356,80,NA,241,81,104,NA,NA,NA,25,129,NA,NA,NA,11.67,3.54
Kimani Lawrence,2015,/player/Kimani-Lawrence/Summary/88812,77,NA,202,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kim English,2011,/player/Kim-English/Summary/4216,76.5,77.5,195,79.5,100,4.9,9,NA,28,128,34.5,134.5,NA,8.87,4.05
Kim English,2012,/player/Kim-English/Summary/4216,75.75,NA,191,79,NA,NA,NA,NA,27.8,NA,NA,NA,NA,10.51,3.32
Kim English,2012,/player/Kim-English/Summary/4216,75.5,76.5,198,78.75,99.25,8.4,9,NA,29.3,128.55,35.3,134.55,6,11,3.23
Kim English,2012,/player/Kim-English/Summary/4216,76.5,77.75,192,78.5,98,4.3,8.5,8.75,29,127,36.5,134.5,NA,10.59,3.33
King McClure,2014,/player/King-McClure/Summary/73157,NA,75,205,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
King McClure,2014,/player/King-McClure/Summary/73157,NA,75,205,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Hinrich,2003,/player/Kirk-Hinrich/Summary/212,74.75,75.75,186,78,98.5,5.3,NA,NA,29,127.5,33.5,132,10,10.98,3.1
Kirk Penney,2003,/player/Kirk-Penney/Summary/1063,77,78,218,77.25,97,8,NA,NA,32,129,35.5,132.5,15,10.44,3.04
Kirk Snyder,2004,/player/Kirk-Snyder/Summary/385,78,78.75,228,81,104,NA,NA,NA,30,134,35,139,19,10.79,3.13
K.J. Lawson,2013,/player/KJ-Lawson/Summary/74070,77,NA,185,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Lawson,2014,/player/KJ-Lawson/Summary/74070,NA,78,196,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. McDaniels,2013,/player/KJ-McDaniels/Summary/28823,NA,78,198,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. McDaniels,2013,/player/KJ-McDaniels/Summary/28823,NA,78,198,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. McDaniels,2014,/player/KJ-McDaniels/Summary/28823,76.5,78,196,83.25,102,4.5,8.75,9.75,33,135,37,139,NA,12.71,3.1
Klay Thompson,2010,/player/Klay-Thompson/Summary/4717,NA,78,190,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klay Thompson,2010,/player/Klay-Thompson/Summary/4717,NA,78,190,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klay Thompson,2011,/player/Klay-Thompson/Summary/4717,77.75,79.25,206,81,103.5,8,8.75,9.25,26.5,130,31.5,135,5,10.99,3.24
Klemen Prepelic,2013,/player/Klemen-Prepelic/Summary/25956,74.5,75.5,180,75,98.5,NA,NA,NA,25,123.5,32,130.5,NA,11.13,3.32
Klemen Prepelic,2014,/player/Klemen-Prepelic/Summary/25956,74.5,75.5,186,75.5,98.5,NA,NA,NA,26.5,125,29.5,128,NA,11.52,3.59
Kobi Simmons,2013,/player/Kobi-Simmons/Summary/76235,NA,76,160,77,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobi Simmons,2014,/player/Kobi-Simmons/Summary/76235,NA,76,159,78,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobi Simmons,2017,/player/Kobi-Simmons/Summary/76235,75.25,76.5,166.2,78,99,5,8.5,9.5,NA,NA,NA,NA,NA,NA,NA
Kobi Simmons,2016,/player/Kobi-Simmons/Summary/76235,75.5,NA,170,78,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Koby McEwen,2015,/player/Koby-McEwen/Summary/51977,75.25,NA,184,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kodye Pugh,2015,/player/Kodye-Pugh/Summary/88767,77.25,NA,192,84.5,105.5,NA,NA,NA,28,133.5,35,140.5,NA,12.98,3.42
Korvotney Barber,2009,/player/Korvotney-Barber/Summary/1957,78.5,79.25,226,86.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kostas Antetokounmpo,2015,/player/Kostas-Antetokounmpo/Summary/93018,NA,81.5,176,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kostas Papanikolaou,2009,/player/Kostas-Papanikolaou/Summary/25005,77.75,79,221,80,99,NA,NA,NA,22,121,31,130,NA,NA,3.81
Kostas Papanikolaou,2012,/player/Kostas-Papanikolaou/Summary/25005,79.5,80.25,230,80.5,104,NA,NA,NA,23.5,127.5,25.5,129.5,NA,11.84,3.42
