name,year,playerid,height_no_shoes,height_shoes,weight,wingspan,st_reach,body_fat,hand_len,hand_width,no_step_vert,no_step_vert_reach,max_vert,max_vert_reach,bench,agility,sprint
Shaquille Johnson,2011,/player/Shaquille-Johnson/Summary/33248,NA,77,199,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaquille Johnson,2011,/player/Shaquille-Johnson/Summary/33248,NA,76.5,199,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaquille Thomas,2010,/player/Shaquille-Thomas/Summary/24231,79,NA,176,81,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shareef O'Neal,2015,/player/Shareef-ONeal/Summary/88986,79,NA,186,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharrod Ford,2005,/player/Sharrod-Ford/Summary/1125,79.25,80.25,213,85.5,106,NA,NA,NA,28.5,134.5,37,143,9,11.92,3.2
Shaun Livingston,2004,/player/Shaun-Livingston/Summary/377,78.25,79.5,186,83,105.5,NA,NA,NA,26.5,132,30,135.5,NA,10.72,3.23
Shaun Pruitt,2008,/player/Shaun-Pruitt/Summary/1893,80.75,82,251,85.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaun Pruitt,2008,/player/Shaun-Pruitt/Summary/1893,80.25,81,242,85,107.5,13.8,NA,NA,27,134.5,32.5,140,10,11.3,3.4
Shawne Williams,2006,/player/Shawne-Williams/Summary/90,79.25,80.75,227,87,104,8,NA,NA,32,136,31,135,NA,10.69,3.3
Shawn Glover,2014,/player/Shawn-Glover/Summary/10064,77.5,NA,209,83.5,101.5,NA,NA,NA,32.5,134,NA,NA,NA,12.04,3.47
Shawn James,2008,/player/Shawn-James/Summary/2587,79.75,81,217,89,111,9.2,NA,NA,NA,NA,NA,NA,6,NA,NA
Shawn Jones,2014,/player/Shawn-Jones/Summary/22499,79,NA,233,87.5,106,NA,NA,NA,33.5,139.5,NA,NA,NA,12.4,3.34
Shawn Jones,2015,/player/Shawn-Jones/Summary/22499,78,79.5,242,88,106,NA,NA,NA,30.5,136.5,39,145,NA,13.52,3.34
Shawn Long,2014,/player/Shawn-Long/Summary/28798,NA,82,256,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shawn Long,2015,/player/Shawn-Long/Summary/28798,81,83,200,85.5,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shawn Long,2015,/player/Shawn-Long/Summary/28798,NA,82.5,248,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shawntrez Davis,2013,/player/Shawntrez-Davis/Summary/76383,79,NA,202,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shayne Whittington,2014,/player/Shayne-Whittington/Summary/11138,81.25,NA,237,82.25,106,NA,NA,NA,29.5,135.5,NA,NA,NA,11.42,3.43
Shelden Williams,2006,/player/Shelden-Williams/Summary/68,79.5,80.5,258,88.25,104,11.4,NA,NA,29,133,33.5,137.5,25,11.53,3.59
Sheldon Mac,2016,/player/Sheldon-Mac/Summary/24189,77,78.25,198.2,79,99.5,4.75,8,8,NA,NA,NA,NA,NA,NA,NA
Shelton Mitchell,2012,/player/Shelton-Mitchell/Summary/24706,NA,74.5,182,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelton Mitchell,2013,/player/Shelton-Mitchell/Summary/24706,NA,74.5,186,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelton Mitchell,2013,/player/Shelton-Mitchell/Summary/24706,NA,74.5,186,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelvin Mack,2010,/player/Shelvin-Mack/Summary/9419,NA,74,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelvin Mack,2011,/player/Shelvin-Mack/Summary/9419,NA,74,211,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelvin Mack,2011,/player/Shelvin-Mack/Summary/9419,73,74.5,209,79.5,96.5,7.1,8.25,9.25,32,128.5,39,135.5,17,11.23,3.18
Sherron Collins,2009,/player/Sherron-Collins/Summary/1946,NA,71.5,228,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sherron Collins,2010,/player/Sherron-Collins/Summary/1946,70.25,71.75,217,74.5,94,9.2,8.5,9.5,27.5,121.5,33,127,NA,12.31,3.24
Sidiki Johnson,2010,/player/Sidiki-Johnson/Summary/24208,80,NA,220,86,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidiki Johnson,2010,/player/Sidiki-Johnson/Summary/24208,NA,81,206,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidiki Johnson,2010,/player/Sidiki-Johnson/Summary/24208,NA,81,206,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidney Wilson,2015,/player/Sidney-Wilson/Summary/88930,77,NA,172,83.5,108,NA,NA,NA,22,130,28,136,NA,13.05,4.82
Siim-Sander Vene,2010,/player/Siim-Sander-Vene/Summary/27085,78.35,79.92,213,80.31,105.91,NA,NA,NA,22.8,128.71,29.9,135.81,NA,NA,NA
Silas Melson,2015,/player/Silas-Melson/Summary/81298,74.25,75,186,75.5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silvio De Sousa,2015,/player/Silvio-De-Sousa/Summary/76253,79,NA,220,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simi Shittu,2015,/player/Simi-Shittu/Summary/76410,80,NA,209,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindarius Thornwell,2012,/player/Sindarius-Thornwell/Summary/41449,NA,76.5,198,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindarius Thornwell,2012,/player/Sindarius-Thornwell/Summary/41449,NA,76.5,198,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindarius Thornwell,2014,/player/Sindarius-Thornwell/Summary/41449,NA,77.5,214,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindarius Thornwell,2017,/player/Sindarius-Thornwell/Summary/41449,75.5,76.75,211.6,82,103,7.8,8.75,8.75,NA,NA,NA,NA,NA,NA,NA
Siyani Chambers,2011,/player/Siyani-Chambers/Summary/24646,NA,73,159,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siyani Chambers,2011,/player/Siyani-Chambers/Summary/24646,NA,73,159,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skal Labissiere,2013,/player/Skal-Labissiere/Summary/42074,82,NA,198,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skal Labissiere,2015,/player/Skal-Labissiere/Summary/42074,NA,84,216,85.5,108.5,NA,8.75,9.25,NA,NA,NA,NA,NA,NA,NA
Skal Labissiere,2015,/player/Skal-Labissiere/Summary/42074,82.5,83.5,225,86,108,8.8,10,10.25,31,139,35,143,12,11.12,3.39
Skal Labissiere,2016,/player/Skal-Labissiere/Summary/42074,82.5,83.75,215.8,86.5,105.5,5.7,8.75,9,NA,NA,NA,NA,NA,NA,NA
Skylar Mays,2014,/player/Skylar-Mays/Summary/85943,75,NA,184,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Alabi,2007,/player/Solomon-Alabi/Summary/2217,NA,82.75,234,89.25,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Alabi,2010,/player/Solomon-Alabi/Summary/2217,83.5,84.75,237,89,113,5,9.25,9.25,22.5,135.5,26,139,10,13.2,3.68
Solomon Hill,2012,/player/Solomon-Hill/Summary/6653,NA,78.5,229,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Hill,2012,/player/Solomon-Hill/Summary/6653,NA,78.5,229,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Hill,2013,/player/Solomon-Hill/Summary/6653,77.5,79,226,81,103,7.6,9,10.5,29.5,132.5,37.5,140.5,14,10.77,3.19
Solomon Hill,2013,/player/Solomon-Hill/Summary/6653,77.5,79,226,81,103,7.6,9,10.5,29.5,132.5,37.5,140.5,14,10.77,3.26
Solomon Jones,2006,/player/Solomon-Jones/Summary/159,81.25,82.25,216,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Jones,2006,/player/Solomon-Jones/Summary/159,80.5,81.75,224,88,109,7.4,NA,NA,32,141,39,148,6,11.27,3.3
Solomon Poole,2012,/player/Solomon-Poole/Summary/24325,NA,72.5,184,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Poole,2012,/player/Solomon-Poole/Summary/24325,NA,72.5,184,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Uyaelunmo,2015,/player/Solomon-Uyaelunmo/Summary/104840,79,NA,215,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonny Weems,2008,/player/Sonny-Weems/Summary/809,76,77.5,193,82,104,4.4,NA,NA,29,133,36.5,140.5,12,10.58,2.96
Spencer Dinwiddie,2014,/player/Spencer-Dinwiddie/Summary/30385,76.5,78,205,80.25,103,5.4,8.25,9,NA,NA,NA,NA,NA,NA,NA
Spencer Hawes,2006,/player/Spencer-Hawes/Summary/370,82.5,NA,NA,85,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Hawes,2007,/player/Spencer-Hawes/Summary/370,82.5,84.75,244,84.5,110,13,NA,NA,26,136,29,139,9,11.88,3.51
Stanford Robinson,2012,/player/Stanford-Robinson/Summary/38331,NA,75.5,187,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanford Robinson,2012,/player/Stanford-Robinson/Summary/38331,NA,75.5,187,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Burrell,2008,/player/Stanley-Burrell/Summary/1929,74,75,207,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Burrell,2008,/player/Stanley-Burrell/Summary/1929,73.5,74.5,201,78.5,97.5,5.6,NA,NA,29.5,127,34.5,132,21,11.19,3.19
Stanley Johnson,2013,/player/Stanley-Johnson/Summary/26756,NA,79.5,226,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2013,/player/Stanley-Johnson/Summary/26756,NA,79.5,226,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2013,/player/Stanley-Johnson/Summary/26756,NA,79,237,82,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2014,/player/Stanley-Johnson/Summary/26756,78.75,NA,243,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2014,/player/Stanley-Johnson/Summary/26756,NA,79,237,83,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2014,/player/Stanley-Johnson/Summary/26756,NA,79.5,235,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2015,/player/Stanley-Johnson/Summary/26756,77,78.5,242,83.5,102,7.5,9,9,NA,NA,NA,NA,NA,NA,NA
Stanley Johnson,2015,/player/Stanley-Johnson/Summary/26756,77,78.5,241.8,83.5,102,7.5,9,9,NA,NA,NA,NA,NA,NA,NA
Stanley Robinson,2010,/player/Stanley-Robinson/Summary/2318,78.5,79.75,213,84,107.5,8.3,9,9,NA,NA,37.5,145,6,11.65,3.23
Stan Okoye,2013,/player/Stan-Okoye/Summary/16336,75,NA,204,86,102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefan Bircevic,2010,/player/Stefan-Bircevic/Summary/9739,81.5,83.07,212,82.68,103.54,NA,NA,NA,29.9,133.44,39.8,143.34,NA,NA,NA
Stefan Markovic,2009,/player/Stefan-Markovic/Summary/24063,76.25,77.5,199,77.5,99,NA,NA,NA,27,126,31,130,NA,NA,3.53
Stefan Nastic,2015,/player/Stefan-Nastic/Summary/23261,82.5,NA,238,86.5,107.5,NA,NA,NA,27,134.5,NA,NA,NA,6.06,3.66
Stefan Peno,2015,/player/Stefan-Peno/Summary/41685,NA,78,200,79.25,99.5,NA,8.5,9.5,NA,NA,NA,NA,NA,NA,NA
Stefon Jackson,2009,/player/Stefon-Jackson/Summary/2586,76,77.25,177,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephane Lasme,2007,/player/Stephane-Lasme/Summary/375,78.5,79,218,86.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephane Lasme,2007,/player/Stephane-Lasme/Summary/375,77.5,79,213,86,107,4.9,NA,NA,29.5,136.5,36,143,17,11.73,3.22
Stephane Pelle,2003,/player/Stephane-Pelle/Summary/5301,79,80.5,246,86,107,12.4,NA,NA,28.5,135.5,33,140,17,11.37,3.27
Stephen Curry,2009,/player/Stephen-Curry/Summary/1600,74,75.25,181,75.5,97,5.7,NA,NA,29.5,126.5,35.5,132.5,10,11.07,3.28
Stephen Dennis,2010,/player/Stephen-Dennis/Summary/10175,75.75,NA,172,79.75,98.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Holt,2015,/player/Stephen-Holt/Summary/23432,75,76.25,204,77,98,NA,NA,NA,29.5,127.5,36.5,134.5,NA,10.9,3.22
Stephen Zimmerman,2014,/player/Stephen-Zimmerman/Summary/54846,82,NA,241,86.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Zimmerman,2014,/player/Stephen-Zimmerman/Summary/54846,82,82.5,232,87,108.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Zimmerman,2014,/player/Stephen-Zimmerman/Summary/54846,NA,84,224,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Zimmerman,2015,/player/Stephen-Zimmerman/Summary/54846,82.5,84,235,87,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Zimmerman,2016,/player/Stephen-Zimmerman/Summary/54846,82.25,83.75,234,87.25,108.5,11.15,9,9,NA,NA,NA,NA,NA,NA,NA
Steven Adams,2013,/player/Steven-Adams/Summary/27993,82.75,84,255,88.5,109.5,6.7,9.5,11,28.5,138,33,142.5,16,11.85,3.4
Steven Gray,2011,/player/Steven-Gray/Summary/8335,75.25,NA,210,78.5,98.5,NA,NA,NA,30.5,129,NA,NA,NA,11.45,3.35
Steven Hill,2008,/player/Steven-Hill/Summary/894,82.25,84,231,87.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Idlet,2012,/player/Steven-Idlet/Summary/8118,81.75,NA,232,82.5,NA,NA,NA,NA,25.3,NA,NA,NA,NA,11.71,3.51
Steve Novak,2006,/player/Steve-Novak/Summary/97,80.5,82,216,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Novak,2006,/player/Steve-Novak/Summary/97,80,81.25,216,81.5,103,8.1,NA,NA,24.5,127.5,31,134,5,11.11,3.37
Steven Smith,2005,/player/Steven-Smith/Summary/1057,79.25,80.75,236,84,106,NA,NA,NA,28,134,33.5,139.5,14,12.11,3.35
Steven Smith,2006,/player/Steven-Smith/Summary/1057,79.5,81.25,238,84.5,104,7.8,NA,NA,29.5,133.5,34.5,138.5,15,12.08,3.4
Steve Taylor,2011,/player/Steve-Taylor/Summary/14984,NA,81,208,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Taylor,2011,/player/Steve-Taylor/Summary/14984,NA,80.5,208,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevie Clark,2012,/player/Stevie-Clark/Summary/37901,NA,70.5,171,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevie Clark,2012,/player/Stevie-Clark/Summary/37901,NA,70.5,171,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevie Thompson,2014,/player/Stevie-Thompson/Summary/73152,NA,75.5,155,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strahinja Stojacic,2014,/player/Strahinja-Stojacic/Summary/29736,77.5,78.5,176,79.75,103,NA,NA,NA,24.5,127.5,28.5,131.5,NA,11.51,3.48
Sundiata Gaines,2008,/player/Sundiata-Gaines/Summary/4708,72.5,74,204,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sviatoslav Mykhailiuk,2014,/player/Sviatoslav-Mykhailiuk/Summary/41726,NA,78,191,78,NA,NA,8,8.75,NA,NA,NA,NA,NA,NA,NA
Sviatoslav Mykhailiuk,2017,/player/Sviatoslav-Mykhailiuk/Summary/41726,78.5,79.5,219.6,77,100,11.4,8,9.25,NA,NA,NA,NA,NA,NA,NA
Sylven Landesberg,2010,/player/Sylven-Landesberg/Summary/2176,76.75,78.25,210,81,100.5,11.6,8.75,10.75,28,128.5,32,132.5,8,11.59,3.36
Sylvester Seay,2010,/player/Sylvester-Seay/Summary/6697,80.75,NA,213,83,105.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Odiase,2016,/player/Tai-Odiase/Summary/80691,78.25,NA,222.6,88,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Webster,2016,/player/Tai-Webster/Summary/37821,74.5,NA,194.2,79,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Wynyard,2015,/player/Tai-Wynyard/Summary/69929,NA,82,263,82,106.5,NA,9,9.75,NA,NA,NA,NA,NA,NA,NA
Taj Gibson,2009,/player/Taj-Gibson/Summary/1622,80.5,81.75,214,88,109,6.6,NA,NA,25.5,134.5,30,139,12,11.56,3.41
Taj Gray,2006,/player/Taj-Gray/Summary/1876,79.25,80.5,231,84.75,107,6.8,NA,NA,28.5,135.5,33,140,10,11.02,3.45
Takais Brown,2008,/player/Takais-Brown/Summary/5676,79.25,80.5,252,82,106,9.2,NA,NA,29,135,31,137,22,12.47,3.25
Talib Zanna,2014,/player/Talib-Zanna/Summary/6238,79,81,232,84.5,106,4.3,10,10.75,NA,NA,NA,NA,NA,NA,NA
Talib Zanna,2015,/player/Talib-Zanna/Summary/6238,79.75,81,232,84,106,NA,NA,NA,26,132,32,138,NA,12.57,3.5
Talor Battle,2010,/player/Talor-Battle/Summary/3975,NA,72,161,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talor Battle,2011,/player/Talor-Battle/Summary/3975,71,NA,164,74.5,94,NA,NA,NA,30,124,NA,NA,NA,11.31,3.11
Talor Battle,2011,/player/Talor-Battle/Summary/3975,NA,72,161,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taqwa Pinero,2006,/player/Taqwa-Pinero/Summary/1896,74,75,183,78.75,98,3.9,NA,NA,30.5,128.5,34.5,132.5,16,10.53,3.2
Taran Buie,2009,/player/Taran-Buie/Summary/9388,NA,71.5,172,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taran Buie,2009,/player/Taran-Buie/Summary/9388,NA,73.5,172,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarence Kinsey,2006,/player/Tarence-Kinsey/Summary/344,77,78.5,179,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarence Kinsey,2006,/player/Tarence-Kinsey/Summary/344,76.75,77.5,179,78.75,100.5,4.1,NA,NA,29,129.5,35.5,136,5,10.67,3.3
Tarik Black,2014,/player/Tarik-Black/Summary/9359,79.5,80.5,253,86.75,107,10.2,10.5,11,NA,NA,NA,NA,NA,NA,NA
TaShawn Thomas,2015,/player/TaShawn-Thomas/Summary/30741,78.75,NA,244,85.5,108,NA,NA,NA,28,136,NA,NA,NA,6.04,3.34
TaShawn Thomas,2015,/player/TaShawn-Thomas/Summary/30741,79.25,80,240,86,108,12.4,9,9.25,26,134,30.5,138.5,NA,11.69,3.47
TaShawn Thomas,2015,/player/TaShawn-Thomas/Summary/30741,79.25,80,240.2,86,108,12.4,9,9.25,NA,NA,NA,NA,NA,NA,NA
Tasmin Mitchell,2009,/player/Tasmin-Mitchell/Summary/1953,NA,78,249,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tasmin Mitchell,2010,/player/Tasmin-Mitchell/Summary/1953,77,NA,246,81.5,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauras Jogela,2012,/player/Tauras-Jogela/Summary/26543,NA,79,198,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taurean Green,2007,/player/Taurean-Green/Summary/21,71.75,72.75,173,74.25,96,4.6,NA,NA,29,125,32.5,128.5,8,11.3,3.26
Taurean Prince,2015,/player/Taurean-Prince/Summary/42410,78,80,220,83.5,106.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taurean Prince,2015,/player/Taurean-Prince/Summary/42410,NA,79.5,215,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taurean Prince,2015,/player/Taurean-Prince/Summary/42410,NA,80,217,83.5,106.5,5.9,9,9.25,NA,NA,34.5,141,9,9.86,3.02
Taurean Prince,2016,/player/Taurean-Prince/Summary/42410,78.5,79.75,220.2,83.5,102,6.45,9,8.5,NA,NA,NA,NA,NA,NA,NA
Tavin Lovan,2015,/player/Tavin-Lovan/Summary/105362,74,NA,180,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Braun,2014,/player/Taylor-Braun/Summary/12952,78.25,NA,202,79,100.5,NA,NA,NA,30.5,131,NA,NA,NA,11.04,3.3
Taylor Coppenrath,2005,/player/Taylor-Coppenrath/Summary/18025,79.75,81.25,252,83.5,106.5,NA,NA,NA,24.5,131,27,133.5,5,11.51,3.44
Taylor Griffin,2009,/player/Taylor-Griffin/Summary/1685,79,80,231,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Griffin,2015,/player/Taylor-Griffin/Summary/1685,78.25,79.5,238,82.5,103,NA,NA,NA,30.5,133.5,35.5,138.5,NA,12.28,3.41
Taylor Rochestie,2009,/player/Taylor-Rochestie/Summary/1787,72.75,73.75,183,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ted Kapita,2014,/player/Ted-Kapita/Summary/73168,NA,80.5,207,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tedric Hill,2006,/player/Tedric-Hill/Summary/2648,79.75,81,236,85,107,7.3,NA,NA,30,137,36.5,143.5,1,12.23,3.24
Temple Gibbs,2014,/player/Temple-Gibbs/Summary/85595,73,NA,191,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terance Mann,2013,/player/Terance-Mann/Summary/73135,77,NA,188,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terance Mann,2014,/player/Terance-Mann/Summary/73135,NA,78,193,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terance Mann,2014,/player/Terance-Mann/Summary/73135,NA,78,193,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terence Dials,2006,/player/Terence-Dials/Summary/1964,79.75,81,253,84,106,15.8,NA,NA,26.5,132.5,30,136,16,11.54,3.5
Terrance Ferguson,2013,/player/Terrance-Ferguson/Summary/52037,76,77,161,79,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,2013,/player/Terrance-Ferguson/Summary/52037,NA,78,167,80,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,2014,/player/Terrance-Ferguson/Summary/52037,77,77.5,177,81,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,2015,/player/Terrance-Ferguson/Summary/52037,77.75,79,183,80.5,102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,2016,/player/Terrance-Ferguson/Summary/52037,NA,78,181,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,2017,/player/Terrance-Ferguson/Summary/52037,77.5,79,184.4,80.75,103,5.8,8.5,10,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,2015,/player/Terrance-Ferguson/Summary/52037,77.25,NA,180,81,102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Henry,2012,/player/Terrance-Henry/Summary/5788,80.25,NA,195,83.5,NA,NA,NA,NA,31.3,NA,NA,NA,NA,11.14,3.4
Terran Petteway,2014,/player/Terran-Petteway/Summary/28852,NA,78,215,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terran Petteway,2015,/player/Terran-Petteway/Summary/28852,76.75,78,209,83.25,104.5,4.9,8.25,8.25,25,129.5,31,135.5,NA,10.96,3.32
Terran Petteway,2015,/player/Terran-Petteway/Summary/28852,76.75,78,209.2,83.25,104.5,4.9,8.25,8.25,NA,NA,NA,NA,NA,NA,NA
Terrell Brown,2014,/player/Terrell-Brown/Summary/59511,80,81.75,207,85.5,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Everett,2006,/player/Terrell-Everett/Summary/2020,75.5,76.5,189,79.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Stoglin,2012,/player/Terrell-Stoglin/Summary/9390,71.5,72.5,184,74.5,95.5,8.3,8.63,NA,30,125.5,33.5,129,NA,11.92,3.17
Terrell Turner,2015,/player/Terrell-Turner/Summary/104933,75,NA,182,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Turner,2015,/player/Terrell-Turner/Summary/104933,74.5,NA,190,78,100,NA,NA,NA,27.5,127.5,36.5,136.5,NA,12.04,3.56
Terrence Jennings,2011,/player/Terrence-Jennings/Summary/6127,80.5,82,228,86.5,108,4.3,8.75,NA,28.5,136.5,36,144,NA,9.69,3.92
Terrence Jones,2009,/player/Terrence-Jones/Summary/7109,NA,80,219,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Jones,2009,/player/Terrence-Jones/Summary/7109,NA,80,219,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Jones,2011,/player/Terrence-Jones/Summary/7109,NA,81,249,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Jones,2012,/player/Terrence-Jones/Summary/7109,80.25,81.5,252,86.25,107,7.7,9,10,29.5,136.5,34.5,141.5,12,11.57,3.4
Terrence Lewis,2015,/player/Terrence-Lewis/Summary/88813,76,NA,174,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Oglesby,2009,/player/Terrence-Oglesby/Summary/3684,73,74.25,188,73,93,NA,NA,NA,33,126,38,131,NA,NA,3.46
Terrence Phillips,2012,/player/Terrence-Phillips/Summary/76752,69.25,NA,165,75,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Ross,2011,/player/Terrence-Ross/Summary/9339,NA,79,197,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Ross,2012,/player/Terrence-Ross/Summary/9339,78,79,197,79.25,100.5,3.2,8.75,10.25,31,131.5,37.5,138,2,11.78,3.28
Terrence Williams,2009,/player/Terrence-Williams/Summary/1607,77,78.25,213,81,103.5,5.1,NA,NA,30.5,134,37,140.5,9,11.15,3.18
Terrico White,2010,/player/Terrico-White/Summary/2280,75.75,77,203,81,101,3.7,9,10.5,31,132,40,141,10,11.38,3.15
Terry Larrier,2013,/player/Terry-Larrier/Summary/52350,NA,79,172,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
